Comune Latitudine Longitudine Codice PL97 PL98 PL99 PL00 PL01 PL02 PL03 PL04 PL05 PL06 PL07 PL08 PL09 PL10 PL11
Loreo 45.063333 12.189444 558 0.01143009 0.011987214 0.011907912 0.031767218 0.032032301 0.031632111 0.030917121 0.03253292 0.031258209 0.037805198 0.037994723 0.038359084 0.04340836 0.043373494 0.038554217
Lusia 45.101667 11.663611 559 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Melara 45.065278 11.198056 560 0.00251004 0.002521432 0.002527806 0.00255102 0.002585315 0.002585315 0.002594707 0.002594707 0.002590674 0.008749357 0.008831169 0.017098446 0.017214397 0.014629049 0.014583333
Occhiobello 44.921944 11.580000 561 0.01561369 0.016302105 0.015973787 0.016907968 0.016708354 0.036396004 0.03588796 0.035032754 0.034408803 0.037706422 0.037503349 0.035174547 0.035429273 0.034920909 0.036662343
Papozze 44.986944 12.030000 562 0 0 0 0 0 0 0.059241706 0.064478312 0.058479532 0.05899705 0.044032445 0.08973607 0.091071429 0.093675418 0.094749547
PettorazzaGrimani 45.137778 11.992500 563 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Pincara 44.994444 11.610833 564 0 0 0 0 0 0 0 0 0 0 0 0 0.00393391 0.003903201 0.00394011
Polesella 44.967222 11.749722 565 0.01207851 0.011782402 0.011820926 0.011868687 0.012651822 0.012425447 0.012855377 0.012596899 0.012587751 0.012700695 0.012631077 0.012667304 0.014821898 0.014758391 0.015710545
PontecchioPolesine 45.020833 11.812222 566 0 0 0 0.003335557 0.00330251 0.003311258 0.003263708 0.003745318 0.002995806 0.003436426 0.003276898 0.003136435 0.00304414 0.002931119 0.002931119
PortoTolle 44.952778 12.333056 567 0.123660346 0.120022073 0.129101218 0.130507999 0.14027022 0.142965276 0.143347639 0.14840446 0.145021227 0.161455813 0.044316743 0.191691105 0.2038854 0.268088047 0.270950548
Rosolina 45.077222 12.246944 568 3.654745989 3.691964286 3.667868852 3.624939192 3.631724813 3.73556526 3.516751755 3.455021418 3.466425539 3.246101061 3.332450125 3.531254847 3.483602771 3.330824758 3.512978037
Rovigo 45.072500 11.792778 569 0.006853216 0.005241276 0.007209592 0.007612306 0.008016072 0.009190702 0.009177203 0.009315488 0.009122766 0.010431114 0.014650027 0.014555059 0.014524732 0.014225371 0.015456595
Salara 44.987500 11.426944 570 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SanBellino 45.029444 11.590556 571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004975124
SanMartinodiVenezze 45.132222 11.871111 572 0 0 0.004123711 0.004119464 0.004125838 0.004127967 0.004094166 0.004076433 0.004037345 0.007017544 0.014449427 0.01439206 0.017799753 0.017795353 0.017751479
Stienta 44.940556 11.544444 573 0.001670007 0.001665556 0.0016728 0.001667779 0.001659476 0.001626545 0.001612903 0.001603592 0.00159388 0.001566416 0.001532332 0.001514693 0.002709211 0.002683363 0.002683363
TagliodiPo 45.010000 12.208333 574 0.015530528 0.01655156 0.01969914 0.021658044 0.021741756 0.021533676 0.020954876 0.030617107 0.020875341 0.032818074 0.033231204 0.033028812 0.035973752 0.037132482 0.037132482
Trecenta 45.030833 11.461667 575 0.013580247 0.006255865 0.016393443 0.01645049 0.010181355 0.021467478 0.021501926 0.021626856 0.021924084 0.028308097 0.031662269 0.024654832 0.034128562 0.034196547 0.034185197
Villadose 45.073056 11.892222 576 0.002838759 0.00284738 0.00286533 0.002858232 0.002861503 0.005117513 0.002261164 0.005657175 0.00227445 0.003417505 0.003394305 0.004520625 0.004563605 0.00459506 0.00459506
Villamarzana 45.015000 11.693611 577 0 0 0 0 0 0 0 0 0 0 0 0 0.003987241 0 0
VillanovadelGhebbo 45.059722 11.645278 578 0.004446421 0.00445236 0.004458315 0.00447828 0.004559964 0.004551661 0.004553734 0.004526935 0.004520796 0.004557885 0.004568296 0.004585053 0.004589261 0.004562044 0.004562044
VillanovaMarchesana 44.990556 11.978611 579 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
PortoViro 45.016667 12.216667 580 0.007407925 0.010608599 0.013941168 0.015890639 0.017230598 0.017772512 0.018555982 0.018409579 0.018366361 0.016101168 0.015415182 0.016433686 0.014693878 0.013752456 0.015220185
Cavallino-Treporti 45.465000 12.510000 581 0.315104637 0.325011748 0.332800034 0.339844768 0.351727503 6.043317663 5.876478318 5.775566343 5.699537996 5.570695913 5.926144298 5.680087297 5.565557876 5.389831765 5.33901543
Lido(A) 45.384122 12.348115 582 0.315104637 0.325011748 0.332800034 0.339844768 0.351727503 0.1131708 0.120167266 0.118738733 0.121006005 0.133545777 0.153282799 0.179568157 0.171269678 0.167758155 0.169363869
Pellestrina(A) 45.273243 12.301809 583 0.315104637 0.325011748 0.332800034 0.339844768 0.351727503 0.1131708 0.120167266 0.118738733 0.121006005 0.133545777 0.153282799 0.179568157 0.171269678 0.167758155 0.169363869
Murano(A) 45.458101 12.351548 584 0.315104637 0.325011748 0.332800034 0.339844768 0.351727503 0.1131708 0.120167266 0.118738733 0.121006005 0.133545777 0.153282799 0.179568157 0.171269678 0.167758155 0.169363869
Castello(A) 45.434707 12.352278 585 0.315104637 0.325011748 0.332800034 0.339844768 0.351727503 0.1131708 0.120167266 0.118738733 0.121006005 0.133545777 0.153282799 0.179568157 0.171269678 0.167758155 0.169363869
