Comune Provincia Codice Latitudine Longitudine 97ALB 97ALBPL 97CMP 97CMPPL 98ALB 98ALBPL P8CMP 98CMPPL 99ALB 99ALBPL 99CMP 99CMPPL 00ALB 00ALBPL 00CMP 00CMPPL 01ALB 01ALBPL 01CMP 01CMPPL 02ALB 02ALBPL 02CMP 02CMPPL 03ALB 03ALBPL 03CMP 03CMPPL 04ALB 04ALBPL 04CMP 04CMPPL 05ALB 05ALBPL 05CMP 05CMPPL 06ALB 06ALBPL 06CMP 06CMPPL 07ALB 07ALBPL 07CMP 07CMPPL 08ALB 08ALBPL 08CMP 08CMPPL 09ALB 09ALBPL 09CMP 09CMPPL 10ALB 10ALBPL 10CMP 10CMPPL
Fiessod'Artico VE 397 45.419167 12.033611 3 115 0 0 3 126 0 0 3 128 0 0 3 128 0 0 4 143 0 0 4 143 0 0 4 143 1 11 4 143 1 6 4 143 3 23 4 143 1 11 4 199 2 17 4 199 1 11 4 196 1 11 4 196 1 2
FossaltadiPiave VE 398 45.648611 12.513889 0 0 0 0 0 0 0 0 0 0 0 0 1 21 0 0 1 21 0 0 1 21 0 0 1 21 0 0 1 21 0 0 1 21 0 0 1 21 0 0 1 21 0 0 1 21 0 0 1 21 1 4 1 21 1 4
FossaltadiPortogruaro VE 399 45.792222 12.909167 0 0 1 10 0 0 1 10 0 0 2 23 0 0 2 23 0 0 2 23 0 0 2 23 0 0 3 33 0 0 3 33 0 0 3 33 0 0 4 35 0 0 5 42 0 0 9 52 0 0 9 50 0 0 7 46
Fossò VE 400 45.388333 12.050278 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 8 0 0 1 8 0 0 1 8 3 47 0 0 3 47 0 0 3 47 0 0 3 47 0 0 4 63 1 3 4 79 1 2 3 85 1 2 3 63 1 2
Gruaro VE 401 45.831389 12.841111 0 0 0 0 0 0 0 0 0 0 0 0 1 15 0 0 1 15 0 0 1 15 0 0 1 15 0 0 1 15 1 7 1 15 1 7 1 15 1 7 1 15 1 7 1 15 0 0 1 15 0 0 1 15 0 0
Jesolo VE 402 45.540000 12.641389 420 32369 18 12658 417 31977 17 12658 392 30768 18 12669 390 30724 5551 48355 391 30830 5959 50629 393 30894 5302 47446 371 29976 7195 54003 380 29679 7095 54376 371 29976 7196 54009 386 30269 7558 58155 380 32989 4885 28646 376 36675 5197 34026 361 34825 5626 35758 361 31637 4490 31555
Marcon VE 403 45.555556 12.299167 1 37 0 0 1 53 0 0 1 53 0 0 1 53 0 0 1 53 1 8 1 53 1 8 1 53 1 8 1 53 1 8 1 53 1 8 1 53 3 16 2 344 3 16 2 397 1 8 2 344 4 44 2 344 5 52
Martellago VE 404 45.548333 12.156667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 0 0 0 0 0 0 0 0 1 6 0 0 1 6 0 0 3 18 0 0 10 47 0 0 16 128 0 0 17 146 0 0 17 112
Meolo VE 405 45.622500 12.451944 2 33 0 0 3 130 0 0 3 126 0 0 3 126 0 0 3 126 0 0 2 35 0 0 3 134 0 0 3 134 0 0 3 134 0 0 3 134 0 0 3 136 1 6 3 136 0 0 3 134 2 35 3 134 2 35
Mira VE 406 45.435000 12.122500 13 519 0 0 13 513 1 4 12 548 1 4 12 577 10 100 13 597 12 131 14 629 6 106 14 629 7 118 14 629 20 183 14 629 19 174 14 629 29 254 17 729 42 301 17 1003 31 243 14 744 42 282 14 723 54 300
Mirano VE 407 45.494722 12.112500 7 212 0 0 9 302 0 0 9 302 0 0 9 347 3 24 9 348 7 44 9 348 2 20 9 348 2 20 9 348 5 30 9 348 7 44 9 348 9 49 9 462 23 117 10 553 13 113 8 433 18 151 8 797 15 124
MusilediPiave VE 408 45.623889 12.565000 1 15 0 0 1 15 0 0 1 14 0 0 1 14 0 0 1 14 0 0 1 19 2 16 1 19 2 16 1 19 3 25 1 19 3 25 1 19 2 19 1 14 4 27 1 14 3 27 1 14 4 51 1 14 5 55
Noale VE 409 45.551944 12.073056 4 305 0 0 4 305 0 0 5 321 0 0 5 321 0 0 5 321 1 3 5 321 0 0 5 353 0 0 5 353 1 4 5 353 2 7 5 345 1 4 5 441 4 8 5 457 0 0 4 361 1 2 4 343 2 13
NoventadiPiave VE 410 45.662778 12.530556 3 56 0 0 3 56 0 0 3 56 0 0 4 81 0 0 5 185 0 0 6 303 0 0 6 303 0 0 8 336 0 0 6 303 0 0 7 330 0 0 8 409 0 0 8 618 0 0 8 614 0 0 8 789 0 0
Pianiga VE 411 45.458056 12.031111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 103 0 0 1 103 0 0 1 103 0 0 3 147 3 19 3 147 5 34 3 147 1 18 3 147 3 25 3 147 2 23
Portogruaro VE 412 45.777222 12.837222 7 197 0 0 7 197 0 0 7 197 0 0 7 194 1 4 6 176 5 31 8 206 2 25 7 196 2 25 7 199 6 49 7 196 6 49 5 173 15 73 6 189 14 65 7 242 19 79 7 220 35 122 8 245 28 104
Pramaggiore VE 413 45.814444 12.738611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10
Quartod'Altino VE 414 45.581944 12.370833 5 137 0 0 6 295 0 0 6 295 0 0 7 310 0 0 7 310 0 0 7 310 0 0 7 310 0 0 7 617 1 6 7 310 1 6 7 617 2 12 7 644 2 12 7 644 0 0 6 640 0 0 6 640 0 0
Salzano VE 415 45.522500 12.106944 1 12 0 0 1 12 1 10 2 68 1 10 2 68 2 22 2 72 2 22 2 72 2 22 2 72 2 22 2 72 1 12 2 72 2 22 2 72 1 12 2 72 1 12 2 72 1 12 2 72 1 12 2 72 1 12
SanDonàdiPiave VE 416 45.633889 12.565278 8 263 3 158 8 286 3 158 8 296 3 158 7 274 3 158 9 318 3 158 7 331 2 109 7 331 2 109 7 331 2 109 7 331 2 109 7 331 4 135 7 424 3 35 7 439 2 33 7 361 2 33 6 346 3 37
SanMichelealTagliamento VE 417 45.767222 12.994722 90 8019 7 10007 92 8656 7 11135 94 8815 7 11135 96 9063 13610 61363 96 9071 13610 61363 95 9105 10621 65747 94 8998 11118 67363 95 9237 11559 69202 94 8998 11118 67363 95 9660 11431 67865 97 10661 11133 62664 97 11746 12034 73795 96 10996 12467 74347 96 10311 12111 72131
SantaMariadiSala VE 418 45.508333 12.036111 1 64 0 0 1 64 0 0 1 64 0 0 1 64 0 0 1 64 0 0 1 64 0 0 1 64 0 0 2 80 0 0 1 64 0 0 2 80 0 0 2 94 0 0 2 94 0 0 2 77 1 10 2 85 1 10
SantoStinodiLivenza VE 419 45.731944 12.681667 4 74 1 12 4 74 1 12 3 39 1 12 3 42 1 12 3 71 1 12 3 71 1 12 3 71 1 12 3 63 1 12 3 71 2 16 4 86 1 12 5 113 2 18 4 110 1 12 4 91 3 50 4 91 3 50
Scorzè VE 420 45.574444 12.109444 2 74 0 0 2 74 0 0 2 74 0 0 2 73 0 0 2 73 0 0 3 120 0 0 3 120 0 0 3 120 0 0 3 120 1 6 3 120 2 11 4 154 2 11 4 154 2 12 4 153 2 12 4 153 2 12
Spinea VE 421 45.491944 12.169444 1 46 0 0 1 46 0 0 1 46 0 0 1 46 1 8 1 46 1 8 1 46 0 0 1 46 0 0 1 46 7 34 1 46 6 28 1 46 11 44 1 46 15 67 1 92 4 16 1 46 4 16 1 46 3 16
Stra VE 422 45.411389 12.009167 1 96 0 0 1 96 0 0 1 96 0 0 1 96 0 0 1 96 0 0 1 96 0 0 1 96 0 0 2 174 1 7 1 96 0 0 2 278 2 14 2 278 3 21 2 278 0 0 2 278 3 7 2 278 2 4
TeglioVeneto VE 423 45.816389 12.886944 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 0 0 0 0 0 0 0 0 2 12 0 0 2 12 0 0 2 12 0 0 2 13 0 0 0 0 0 0 0 0 0 0 0 0
TorrediMosto VE 424 45.691389 12.710833 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 25 0 0 2 25 0 0 2 25 0 0 2 25 0 0 2 25 0 0 1 12 0 0 3 31 0 0 2 25 0 0 3 39 0 0 3 39
Venezia VE 425 45.438056 12.327500 339 21570 126 68668 341 21681 125 70839 343 21807 130 71078 326 20801 183 6243 329 21115 329 6942 337 22207 262 7049 349 23265 326 8662 341 23381 482 8827 349 23265 484 9380 356 24072 1100 11843 384 28392 1700 12840 386 30604 1934 16109 371 27697 2242 16696 379 28098 1888 15527
Vigonovo VE 426 45.389167 12.008889 1 12 0 0 1 12 1 8 1 12 2 17 1 13 2 17 1 13 3 21 1 13 2 17 1 13 2 17 1 13 2 17 1 13 3 24 1 13 1 8 1 17 5 34 2 43 3 21 2 43 3 21 2 43 3 21
Cavallino-Treporti VE 427 45.450000 12.450000 NA NA NA NA NA NA NA NA NA NA NA NA 24 1322 252 68137 23 1295 464 70119 23 1295 193 69102 23 1295 176 70257 19 1105 166 70281 23 1295 176 70257 22 1200 578 69403 22 1349 750 75039 22 1701 983 73755 19 1326 1023 73276 19 1268 904 71434
AbanoTerme PD 428 45.36166667 11.79083333 77 10648 4 9 73 10144 4 23 73 10144 4 23 78 11251 4 9 78 11293 10 41 74 10414 2 4 73 10384 1 2 71 10038 6 25 73 10384 7 31 72 10335 31 127 70 10343 36 147 69 10417 37 136 69 10369 38 228 69 10516 31 203
Agna PD 429 45.17222222 11.96166667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Albignasego PD 430 45.3475 11.86805556 2 133 0 0 2 133 0 0 2 133 0 0 2 133 3 16 2 133 3 16 2 133 3 45 2 133 13 51 2 133 12 38 2 133 14 56 2 133 15 59 2 133 19 78 2 133 7 60 2 133 7 64 2 133 7 57
AnguillaraVeneta PD 431 45.14138889 11.88888889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ArquàPetrarca PD 432 45.27055556 11.71861111 0 0 0 0 1 17 0 0 1 17 0 0 1 17 0 0 1 17 0 0 0 0 0 0 0 0 0 0 0 0 2 14 0 0 5 23 0 0 5 25 1 30 12 78 1 30 12 67 1 30 16 90 1 30 17 94
Arre PD 433 45.21805556 11.93083333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 1 6 0 0 2 8 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0
Arzergrande PD 434 45.27583333 12.04583333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 0 0 0 0 0 0 0 0 0 0
BagnolidiSopra PD 435 45.18638889 11.88472222 0 0 0 0 0 0 1 10 0 0 1 10 0 0 1 11 0 0 1 11 0 0 1 10 0 0 1 11 0 0 0 0 0 0 1 11 0 0 0 0 0 0 1 10 0 0 1 10 0 0 1 10 0 0 2 22
Baone PD 436 45.24444444 11.68777778 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 23 0 0 4 49 0 0 4 55 0 0 2 14 0 0 8 74 0 0 8 109 0 0 16 162 0 0 9 111 0 0 9 111 0 0 8 103
Barbona PD 437 45.10833333 11.66222222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
BattagliaTerme PD 438 45.29194444 11.78527778 6 201 2 7 6 196 1 5 6 196 1 5 6 196 2 7 6 196 2 25 5 171 2 25 4 156 2 25 4 156 2 11 4 156 3 29 4 156 3 15 3 140 6 33 3 140 3 16 3 140 3 16 3 140 3 16
BoaraPisani PD 439 45.10861111 11.78277778 2 36 0 0 2 36 0 0 2 36 0 0 2 38 0 0 2 38 0 0 2 36 0 0 2 106 0 0 2 106 0 0 2 106 0 0 2 110 0 0 2 110 0 0 2 110 0 0 2 110 0 0 2 110 0 0
Borgoricco PD 440 45.53138889 11.96638889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 2 8 0 0 0 0 0 0 1 4 0 0 1 4 0 0 5 30 0 0 14 50 0 0 12 39 1 18 12 39 1 18 2 15
Bovolenta PD 441 45.27111111 11.93944444 0 0 1 12 0 0 0 0 0 0 0 0 0 0 1 16 0 0 1 16 0 0 1 18 0 0 1 16 0 0 1 16 0 0 1 16 0 0 1 16 0 0 2 27 0 0 2 31 0 0 2 31 0 0 2 28
Brugine PD 442 45.29916667 11.99444444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 2 13 0 0 0 0 0 0 0 0 0 0 2 12 0 0 4 23 0 0 5 32 0 0 7 33 0 0 1 9 0 0 1 9 0 0 1 9
Cadoneghe PD 443 45.45 11.91027778 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 8 0 0 1 8 0 0 1 8 0 0 1 1 0 0 3 20 0 0 4 19 1 40 6 41 1 40 8 51 1 40 2 14 1 40 2 12 1 40 2 12
Campodarsego PD 444 45.50305556 11.90861111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 99 0 0 1 99 1 7 1 99 0 0 1 99 0 0 1 99 0 0
Campodoro PD 445 45.49388889 11.75333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3
Camposampiero PD 446 45.57083333 11.93388889 2 87 1 11 2 125 1 12 2 125 1 12 2 87 3 100 1 61 6 129 1 99 7 143 4 163 8 156 2 159 8 143 4 163 11 176 2 159 7 56 3 183 16 178 4 258 18 178 4 258 18 178 4 258 23 172
CampoSanMartino PD 447 45.54861111 11.81138889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 12 0 0 2 22
Candiana PD 448 45.22166667 11.9925 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carceri PD 449 45.19916667 11.62583333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 1 6 0 0 1 6 0 0 1 18
CarmignanodiBrenta PD 450 45.63138889 11.71055556 2 46 2 24 2 47 2 17 2 47 2 17 2 46 2 17 2 46 2 17 2 46 2 20 2 46 2 17 3 60 1 11 2 46 2 17 3 56 0 0 3 63 1 6 3 63 0 0 3 63 0 0 3 63 0 0
Cartura PD 451 45.26916667 11.85972222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CasalediScodosia PD 452 45.18694444 11.46111111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 1 4 0 0 1 8 0 0 1 21
Casalserugo PD 453 45.31805556 11.91361111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 1 4 0 0 1 13 0 0 1 13 0 0 1 16 0 0 1 16
Castelbaldo PD 454 45.12416667 11.44666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CervareseSantaCroce PD 455 45.40305556 11.69444444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 1 10 0 0 1 10 0 0 0 0 0 0 2 14 0 0 3 18 0 0 4 51 0 0 6 45 0 0 6 31 0 0 5 27
CintoEuganeo PD 456 45.2925 11.66222222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 1 6 0 0 1 6 0 0 4 27 0 0 11 64 0 0 10 69 0 0 16 102 0 0 4 30 0 0 5 39 0 0 5 34
Cittadella PD 457 45.65027778 11.785 5 365 0 0 5 348 0 0 5 348 0 0 5 342 1 4 5 342 1 4 5 366 2 10 6 387 2 19 6 391 5 37 6 387 5 37 6 391 5 29 6 397 17 48 6 397 22 51 6 397 22 51 6 397 26 61
Codevigo PD 458 45.26888889 12.10166667 2 34 0 0 2 34 0 0 2 34 0 0 1 18 0 0 1 18 1 12 2 34 2 18 2 34 2 18 2 34 2 18 2 34 2 18 2 34 1 8 2 34 2 14 2 34 2 14 2 34 2 14 2 39 2 14
Conselve PD 459 45.23277778 11.87583333 1 58 0 0 1 58 0 0 1 58 0 0 1 58 0 0 1 58 0 0 2 192 0 0 2 192 0 0 2 192 0 0 2 192 0 0 2 234 0 0 2 234 3 10 2 234 1 6 2 234 1 6 2 234 1 10
Correzzola PD 460 45.2375 12.06777778 0 0 0 0 0 0 0 0 0 0 0 0 1 40 0 0 1 40 0 0 1 40 0 0 1 40 0 0 1 40 0 0 1 40 0 0 1 40 0 0 1 40 2 13 2 56 1 5 2 56 1 21 2 60 1 21
Curtarolo PD 461 45.52305556 11.83305556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 0 0 0 0 0 0 0 0 0 0 1 21 1 5 1 21 3 18 1 21 1 7 1 21 1 7 1 21 1 7
Este PD 462 45.22805556 11.65333333 4 113 2 10 3 77 2 18 3 77 2 18 4 113 2 16 4 122 5 39 4 122 3 31 4 122 3 31 4 122 12 58 4 122 16 78 4 95 24 134 5 143 35 209 5 163 13 106 5 163 17 127 5 163 16 112
Fontaniva PD 463 45.63805556 11.75694444 2 23 0 0 2 24 0 0 2 24 0 0 1 13 1 7 1 13 1 7 2 24 1 6 1 13 2 10 1 13 4 17 1 13 4 17 1 13 3 15 1 13 3 15 1 13 2 12 1 13 2 12 1 13 2 12
GallieraVeneta PD 464 45.66388889 11.82972222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
GalzignanoTerme PD 465 45.31055556 11.72888889 7 713 0 0 6 673 0 0 6 673 0 0 7 713 1 6 7 713 4 28 6 673 4 55 6 673 1 6 6 682 4 20 6 673 6 26 6 682 10 78 6 682 16 116 6 682 12 103 6 706 10 100 6 706 11 103
Gazzo PD 466 45.58222222 11.7075 0 0 0 0 0 0 0 0 0 0 0 0 1 93 0 0 1 93 0 0 1 93 0 0 1 93 0 0 1 93 0 0 1 93 0 0 1 93 1 8 1 93 1 8 1 93 1 5 1 93 1 5 1 93 1 5
Grantorto PD 467 45.60194444 11.73027778 0 0 1 11 0 0 1 11 0 0 1 11 0 0 1 11 0 0 1 11 0 0 1 11 0 0 3 30 0 0 2 19 0 0 3 30 0 0 3 27 0 0 6 30 0 0 6 30 0 0 6 30 0 0 6 30
Granze PD 468 45.15611111 11.71444444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 1 4 0 0 1 8 0 0 2 15 0 0 1 12 0 0 1 12 0 0 1 12
Legnaro PD 469 45.34666667 11.96611111 1 17 0 0 1 17 0 0 1 17 0 0 1 17 0 0 1 17 0 0 1 17 1 9 1 17 1 4 1 17 4 18 1 17 2 13 2 30 3 19 2 30 5 26 2 30 2 13 2 30 2 18 2 32 2 18
Limena PD 470 45.48194444 11.84388889 1 43 0 0 1 46 0 0 1 46 0 0 1 47 0 0 1 47 1 6 1 47 1 15 1 47 1 12 1 60 2 18 1 47 2 18 1 60 1 24 1 65 3 34 1 65 1 23 1 65 1 23 1 65 1 22
Loreggia PD 471 45.59333333 11.94583333 1 16 0 0 1 16 0 0 1 16 0 0 2 56 0 0 2 67 0 0 3 68 0 0 2 67 0 0 2 68 0 0 2 67 0 0 1 45 0 0 2 70 0 0 2 70 0 0 2 70 0 0 2 70 0 0
LozzoAtestino PD 472 45.28888889 11.62722222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 8 0 0 1 8 0 0 2 13 0 0 3 22 0 0 2 13 0 0 5 38 0 0 1 6 0 0 1 8 0 0 1 8
MaseràdiPadova PD 473 45.32194444 11.865 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 1 50 1 4 1 50 0 0 1 50 1 6 1 50 1 6
Masi PD 474 45.10861111 11.48888889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 1 6 0 0 1 6 1 57 0 0 0 0 1 6 1 57 0 0 1 57 0 0 1 57 0 0 1 57 0 0 1 57 0 0
Massanzago PD 475 45.55694444 12.00444444 1 44 0 0 1 44 0 0 1 44 0 0 2 61 0 0 2 61 0 0 3 85 0 0 2 58 1 10 2 85 1 10 2 58 1 10 2 85 1 6 3 85 2 9 3 95 3 18 2 95 4 34 2 95 1 16
MegliadinoSanFidenzio PD 476 45.21833333 11.51666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 2 0 0 1 8 0 0 2 10 0 0 1 8 0 0 2 10 0 0 0 0 0 0 1 8 0 0 1 8 0 0 0 0 0 0 0 0
MegliadinoSanVitale PD 477 45.19416667 11.52666667 1 13 0 0 1 13 0 0 1 13 0 0 1 14 0 0 1 14 0 0 1 13 0 0 1 13 0 0 1 8 0 0 1 13 0 0 1 8 0 0 1 21 0 0 1 21 0 0 1 21 0 0 1 21 0 0
Merlara PD 478 45.16888889 11.44166667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Mestrino PD 479 45.44277778 11.76083333 2 30 0 0 1 13 0 0 1 13 0 0 2 28 1 6 2 28 0 0 2 28 0 0 2 28 1 6 2 28 1 5 2 28 2 9 1 17 2 11 1 17 6 46 2 37 4 35 2 37 5 49 2 37 6 56
Monselice PD 480 45.23972222 11.75138889 4 165 1 8 4 155 1 8 4 155 1 8 4 168 1 8 4 168 8 152 4 168 6 138 4 168 5 136 4 168 8 141 4 168 11 161 4 166 13 203 3 202 15 260 3 202 10 227 3 202 9 213 3 202 9 209
Montagnana PD 481 45.23388889 11.46722222 5 76 1 48 5 93 1 112 5 93 1 112 5 98 1 70 6 111 1 70 5 102 1 48 6 118 2 75 5 107 1 70 6 118 2 75 5 127 2 70 7 127 5 191 7 127 2 112 5 127 3 114 5 127 3 114
MontegrottoTerme PD 482 45.33333333 11.78444444 37 5846 5 800 37 5932 4 798 37 5932 4 798 37 6023 5 800 37 6229 6 807 37 6229 5 803 37 6229 5 803 37 6232 3 768 37 6229 9 822 36 6070 14 826 37 6340 30 922 36 6174 24 873 33 5880 24 872 32 5830 27 881
NoventaPadovana PD 483 45.41527778 11.95083333 1 28 0 0 1 28 0 0 1 28 0 0 1 28 0 0 1 28 0 0 1 40 0 0 1 40 0 0 1 40 0 0 1 40 1 7 1 40 1 6 1 40 4 26 1 63 1 10 1 63 2 12 1 63 3 19
OspedalettoEuganeo PD 484 45.22388889 11.61138889 1 15 0 0 0 0 0 0 0 0 0 0 2 40 0 0 2 40 0 0 2 40 0 0 2 40 0 0 1 25 0 0 2 40 0 0 1 25 0 0 2 39 0 0 2 64 0 0 2 64 0 0 2 64 0 0
Padova PD 485 45.40916667 11.87305556 52 3417 16 529 51 3345 13 707 51 3345 13 707 50 3432 27 802 49 3433 39 676 51 3657 30 523 57 4093 45 1166 45 3927 49 602 57 4093 73 1260 49 4536 112 1049 56 5449 209 1490 57 5743 101 1160 52 5699 108 1196 52 5782 113 1175
Pernumia PD 486 45.25861111 11.79055556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Piacenzad'Adige PD 487 45.12944444 11.54777778 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
PiazzolasulBrenta PD 488 45.54333333 11.78722222 1 11 2 15 1 11 1 7 1 11 1 7 1 11 2 15 1 11 2 15 1 11 1 7 1 11 2 15 1 11 3 18 1 11 3 21 1 11 6 37 1 11 8 52 1 11 3 24 1 11 2 16 1 11 1 9
PiombinoDese PD 489 45.60888889 12.00083333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 12 0 0 1 12 0 0 1 12 1 19 1 12 0 0 1 12 1 19 1 12 0 0 1 12 0 0 3 36 0 0 3 36 0 0 3 36 0 0 7 47
PiovediSacco PD 490 45.29833333 12.035 1 60 0 0 1 60 0 0 1 60 0 0 2 202 1 2 2 202 1 2 2 202 0 0 2 202 0 0 2 202 2 9 2 202 2 7 2 202 5 28 2 202 6 21 2 202 3 8 2 202 3 8 2 202 3 8
Polverara PD 491 45.31222222 11.95888889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 16 0 0 3 26 0 0 1 10 0 0 1 10 0 0 1 10
Ponso PD 492 45.19388889 11.58694444 0 0 1 12 0 0 1 12 0 0 1 12 0 0 1 12 0 0 1 12 0 0 1 12 0 0 1 12 0 0 1 12 0 0 1 12 0 0 1 15 0 0 1 15 0 0 1 15 0 0 1 15 0 0 1 15
Pontelongo PD 493 45.25083333 12.02388889 1 16 0 0 1 16 0 0 1 16 0 0 1 18 0 0 1 18 1 18 1 18 1 18 1 18 1 18 1 18 1 18 1 18 1 18 1 18 1 18 1 18 1 18 1 18 1 18 1 18 1 18 1 18 1 18
PonteSanNicolò PD 494 45.36555556 11.93722222 1 73 0 0 1 73 0 0 1 73 0 0 1 86 0 0 1 86 0 0 1 98 0 0 1 98 1 91 1 98 0 0 1 98 1 91 1 98 0 0 1 98 0 0 1 98 0 0 1 98 0 0 1 98 1 12
Pozzonovo PD 495 45.19777778 11.79416667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Rovolon PD 496 45.38722222 11.65333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 13 0 0 3 13 0 0 1 2 0 0 5 21 0 0 6 96 0 0 10 138 0 0 9 106 0 0 8 114 0 0 9 115
